monthly_income,monthly_expenses,existing_debt_payment,credit_score,age,debt_to_income_ratio,max_affordable_loan
62828.51,38842.56,8943.27,618.0,37,0.761,225175.71
50922.08,27923.59,2842.35,665.0,69,0.604,337212.28
15000.0,9239.65,507.48,672.0,31,0.65,85409.77
50291.33,40306.66,5643.0,795.0,69,0.914,76734.18
52359.52,34499.97,3115.3,619.0,60,0.718,271023.79
75841.53,56034.22,2330.08,701.0,49,0.77,323790.33
42545.01,24003.99,3811.88,721.0,27,0.654,250361.1
101966.87,43735.39,2623.24,569.0,19,0.455,1002088.4
15000.0,8119.8,498.63,562.0,24,0.575,104360.01
92779.19,39828.92,8173.09,623.0,18,0.517,723422.17
54392.03,42629.44,2130.9,699.0,54,0.823,184424.97
81489.62,54480.59,2974.61,689.0,32,0.705,499282.25
61995.04,38937.65,2214.16,670.0,28,0.664,352010.8
88488.89,65073.97,9021.97,732.0,37,0.837,245073.7
50315.95,12427.61,2816.12,611.0,67,0.303,634244.09
32534.49,20764.18,6291.9,666.0,58,0.832,100261.81
95512.61,33754.45,7168.99,671.0,50,0.428,942368.52
57162.98,31377.43,609.73,614.0,69,0.56,410065.02
65538.96,32982.08,3652.35,850.0,55,0.559,593552.45
90868.8,58997.52,14329.26,507.0,37,0.807,248498.13
34201.12,19981.25,1278.83,779.0,27,0.622,240310.1
74887.27,56297.82,4769.01,744.0,49,0.815,243528.7
45252.63,20803.33,7804.79,745.0,53,0.632,286376.12
56695.77,37213.24,3719.96,688.0,67,0.722,294744.86
61806.97,35497.81,8101.57,787.0,29,0.705,419941.01
22494.45,6854.21,721.84,644.0,42,0.337,223284.11
40529.07,16706.39,1905.89,711.0,26,0.459,441355.75
93776.82,49468.99,1611.22,686.0,66,0.545,785362.42
82154.78,58892.15,2293.11,661.0,34,0.745,263046.47
58434.01,36203.29,2274.1,690.0,31,0.658,351309.46
66078.09,24771.01,2503.3,604.0,41,0.413,868535.36
52643.94,27846.15,115.14,627.0,58,0.531,343429.65
93914.58,80078.24,2295.28,806.0,68,0.877,254316.39
54991.19,31162.6,4943.88,850.0,62,0.657,398135.62
65796.05,32957.32,2459.79,722.0,20,0.538,515647.27
88650.75,55296.88,900.06,747.0,67,0.634,646080.82
40565.71,26956.28,3024.73,700.0,58,0.739,203003.0
98969.73,47661.32,3138.68,716.0,33,0.513,890114.09
21738.46,13594.94,3170.83,724.0,35,0.771,89995.46
100741.05,50437.68,1446.77,763.0,56,0.515,899561.84
50683.11,33344.37,918.85,803.0,67,0.676,332416.83
53932.53,31035.69,2037.95,609.0,31,0.613,379201.56
15000.0,9334.43,78.24,850.0,27,0.628,124130.4
48630.13,21208.69,6164.13,691.0,27,0.563,382453.48
34004.84,14513.5,2197.22,691.0,23,0.491,327563.03
44808.84,30999.86,6073.95,647.0,20,0.827,119540.15
56567.23,30438.29,3671.44,647.0,66,0.603,329435.22
83944.79,49758.71,3121.74,729.0,39,0.63,557391.0
65190.08,32858.45,8325.81,731.0,19,0.632,398372.66
67691.92,46356.03,1522.35,725.0,56,0.707,370233.34
32612.02,14963.32,2111.27,644.0,29,0.524,286397.37
37981.15,20117.09,8528.25,464.0,18,0.754,145913.59
104968.13,70108.1,7968.79,536.0,69,0.744,417875.09
41619.97,30213.82,1123.34,681.0,54,0.753,170906.45
101405.21,47806.08,15156.88,707.0,30,0.621,760712.07
53923.47,45508.85,815.94,646.0,49,0.859,149367.57
60057.2,35853.32,490.33,625.0,42,0.605,414643.99
86759.13,34144.99,3343.42,704.0,68,0.432,838680.93
91797.31,55570.22,11981.95,671.0,55,0.736,470261.71
57229.69,28188.49,11308.4,642.0,22,0.69,274389.71
50293.92,30936.31,4100.44,551.0,54,0.697,225822.45
58601.99,31854.37,6931.19,612.0,35,0.662,365327.44
68448.94,38409.51,5052.61,755.0,27,0.635,399937.91
82282.59,34004.19,7011.49,603.0,36,0.498,619444.66
60105.75,41984.42,6090.62,733.0,51,0.8,253468.77
75472.16,28421.37,4569.42,791.0,47,0.437,693328.55
100958.99,38736.48,9975.1,617.0,49,0.482,878150.63
69532.74,42074.54,4258.33,644.0,28,0.666,482992.25
67791.32,53584.07,4968.64,759.0,39,0.864,187130.66
22027.23,10949.98,1949.46,779.0,47,0.586,158471.54
15000.0,9827.19,308.16,628.0,18,0.676,88214.1
69709.39,49563.45,2785.35,550.0,23,0.751,299613.31
57629.39,38738.63,4826.46,780.0,31,0.756,242512.25
47130.43,23721.63,3507.54,727.0,20,0.578,392152.83
66088.26,25532.73,4190.73,712.0,56,0.45,763522.07
58489.91,12801.56,2967.87,753.0,32,0.27,941744.93
88194.51,45029.82,1429.41,585.0,48,0.527,740826.42
62152.77,45167.23,1068.15,711.0,36,0.744,319022.44
41326.92,15761.06,1859.86,657.0,39,0.426,385376.53
84754.16,55516.64,2590.67,728.0,24,0.686,585586.92
54571.72,22236.73,2303.06,744.0,44,0.45,518480.96
73163.42,41403.97,2169.39,758.0,52,0.596,527152.46
48064.73,31538.57,1774.12,728.0,60,0.693,264780.15
43754.33,19736.51,2531.21,700.0,22,0.509,374477.4
62104.21,35745.49,8124.2,703.0,63,0.706,296854.14
60320.72,29420.6,2327.38,709.0,52,0.526,513853.92
71995.68,47212.77,7327.41,630.0,53,0.758,352860.33
53283.86,31186.91,5178.34,650.0,54,0.682,281934.92
15000.0,8377.14,2790.89,712.0,40,0.745,66912.96
49180.65,38545.46,1498.63,732.0,53,0.814,195846.22
79845.46,51847.32,6982.66,628.0,21,0.737,294677.68
52565.6,23467.77,1547.62,594.0,19,0.476,509242.67
53840.41,28918.79,838.65,546.0,54,0.553,388870.14
84659.41,45598.84,1535.43,579.0,52,0.557,665640.35
42200.67,23718.8,3555.37,637.0,63,0.646,270984.94
21429.92,19286.93,782.41,644.0,21,0.937,27442.27
55984.22,33905.6,8888.08,657.0,65,0.764,209023.23
47895.65,11715.98,6760.74,584.0,21,0.386,432274.9
35843.84,16795.71,662.64,535.0,23,0.487,311824.95
55615.54,14468.06,4460.22,690.0,68,0.34,594963.2
72287.64,36182.15,4699.96,690.0,34,0.566,620502.44
59767.79,15055.71,4829.17,730.0,21,0.333,780831.49
67674.53,28373.32,4118.37,745.0,39,0.48,689257.84
105335.19,33906.53,3113.65,711.0,38,0.351,1180919.48
51428.03,31248.91,2841.84,689.0,29,0.663,315560.39
66958.72,36832.71,10291.52,750.0,24,0.704,368156.72
47269.67,28146.46,3308.44,794.0,65,0.665,361626.42
38841.01,20753.42,2031.94,626.0,45,0.587,272954.12
45377.31,15467.1,353.14,742.0,63,0.349,521608.85
48031.04,30116.81,2591.75,630.0,30,0.681,296123.73
68986.89,57834.04,4761.17,698.0,60,0.907,106288.97
118726.89,72587.47,684.99,766.0,60,0.617,1031803.13
42098.91,20464.76,1341.92,658.0,50,0.518,305080.24
49584.37,16649.93,5452.77,604.0,57,0.446,557797.16
58421.92,24174.41,2634.79,643.0,30,0.459,559964.88
69894.97,43192.01,4238.96,604.0,21,0.679,370834.7
66588.77,47342.47,4344.64,594.0,42,0.776,299181.09
92102.39,54260.28,6601.79,777.0,68,0.661,588181.89
15000.0,10049.75,312.52,723.0,37,0.691,77641.71
15000.0,9842.28,685.92,622.0,55,0.702,77525.25
47603.05,29798.56,10320.3,601.0,52,0.843,136710.68
87432.5,39452.08,8051.06,607.0,26,0.543,683453.52
20858.8,12016.51,1888.52,622.0,68,0.667,117747.53
15000.0,6341.15,1799.22,772.0,47,0.543,128118.33
74279.49,41047.91,7676.46,671.0,56,0.656,487843.58
66091.43,39630.37,660.65,850.0,40,0.61,461246.91
32744.79,26255.35,1436.18,677.0,28,0.846,95621.98
35361.51,12501.72,3036.25,634.0,32,0.439,401727.1
35756.41,22248.57,1485.21,754.0,64,0.664,261635.44
62763.38,48464.97,3219.92,546.0,39,0.823,209932.77
44342.12,29435.5,4636.42,695.0,34,0.768,171968.35
72351.6,48833.12,3538.97,583.0,64,0.724,395618.39
15000.0,9572.31,846.24,505.0,29,0.695,72259.5
38578.7,28731.5,2259.55,671.0,68,0.803,142463.73
31848.65,12321.55,2815.51,747.0,52,0.475,317443.46
53591.48,18334.24,9981.24,697.0,51,0.528,434189.78
46548.81,25557.62,2841.55,687.0,18,0.61,336289.89
79946.09,18053.88,4103.27,472.0,49,0.277,972734.18
15000.0,11018.95,409.5,668.0,21,0.762,67933.01
61137.29,44820.19,5244.31,668.0,41,0.819,207356.13
73958.41,35869.64,2350.45,730.0,24,0.517,615706.69
106416.19,52610.5,4571.79,595.0,29,0.537,829527.91
47955.85,25855.3,5511.36,746.0,39,0.654,322706.83
68111.47,37992.79,3395.83,639.0,66,0.608,396202.92
15000.0,8536.14,3123.64,656.0,52,0.777,63234.89
15000.0,9506.02,2195.51,722.0,38,0.78,64164.9
81119.36,42515.15,2990.42,585.0,46,0.561,691500.89
59860.99,41392.62,7526.23,746.0,66,0.817,198423.94
89462.82,55188.91,4162.58,572.0,34,0.663,503095.82
25664.93,11779.06,501.43,732.0,45,0.478,251418.66
72997.55,54767.65,4052.64,661.0,59,0.806,271392.49
106720.45,36953.18,12332.54,668.0,64,0.462,987861.51
70492.64,37796.4,2622.56,435.0,58,0.573,512129.52
66914.54,46508.12,3345.02,633.0,34,0.745,293033.92
60213.9,26586.79,3545.75,663.0,21,0.5,552131.46
20727.96,12362.85,1886.7,804.0,58,0.687,118312.24
93889.32,59291.2,1326.93,677.0,23,0.646,533265.02
44728.56,18827.21,5555.38,628.0,32,0.545,352057.23
72612.08,39147.23,2403.85,747.0,61,0.572,538784.45
20924.14,11017.07,2955.96,640.0,41,0.668,110196.18
30513.51,14257.11,2919.38,763.0,25,0.563,254595.98
95877.18,85834.17,13420.01,701.0,58,1.035,0.0
51317.44,22350.49,1942.4,608.0,44,0.473,451561.91
96331.89,67503.56,4081.03,755.0,48,0.743,473139.15
58044.23,28504.35,5253.16,728.0,26,0.582,503808.99
15000.0,5805.07,1730.73,752.0,35,0.502,140071.68
82301.69,46535.2,4824.04,665.0,19,0.624,577771.76
45252.69,29294.96,6260.38,728.0,39,0.786,158630.95
77467.22,53303.37,1958.26,834.0,37,0.713,389273.06
60630.27,47554.73,3183.02,694.0,59,0.837,196834.22
21422.04,19279.84,1833.81,648.0,21,0.986,5090.86
64107.37,37668.02,2876.34,804.0,55,0.632,417598.5
114905.58,51769.12,590.35,733.0,61,0.456,1057103.68
72324.66,44691.66,2637.6,644.0,30,0.654,427401.01
58562.06,29870.63,2344.87,819.0,66,0.55,556373.7
86883.59,59853.66,5014.64,584.0,37,0.747,291984.87
65266.71,23197.44,3566.82,722.0,69,0.41,907634.08
65238.36,58714.52,3538.78,772.0,23,0.954,57909.19
32709.37,22190.27,1049.49,766.0,32,0.71,166007.22
65846.2,19582.62,5605.14,608.0,25,0.383,690360.73
85886.09,38102.99,1935.34,581.0,47,0.466,700862.05
39098.45,26290.27,3586.22,698.0,53,0.764,172387.88
95612.4,69457.78,15898.64,736.0,53,0.893,177626.38
57707.35,20726.42,7278.19,594.0,20,0.485,514686.57
37805.76,24836.64,883.5,704.0,44,0.68,212048.39
84940.8,21906.15,5176.92,563.0,47,0.319,1024168.02
52830.14,28348.64,5703.59,765.0,46,0.645,422282.96
78987.87,56619.06,4797.83,634.0,33,0.778,287041.86
52706.03,24628.09,6961.46,667.0,57,0.599,377951.19
58504.35,18953.16,3322.7,749.0,55,0.381,733814.41
72339.01,41373.01,6742.05,742.0,37,0.665,513851.48
67272.43,30897.7,3214.42,718.0,62,0.507,640451.2
15000.0,9666.51,1190.81,762.0,33,0.724,73409.49
31968.91,13337.46,1582.97,713.0,38,0.467,278151.52
83235.25,36132.79,3204.75,796.0,35,0.473,882256.97
56696.59,13995.53,6985.63,543.0,58,0.37,627767.44
46906.72,26994.43,176.2,675.0,48,0.579,375568.59
26035.65,13691.22,118.71,672.0,19,0.53,234938.96
33006.59,12269.95,484.39,662.0,41,0.386,316905.29
15000.0,8686.05,2189.52,720.0,23,0.725,72477.03
57467.98,40460.94,1452.95,697.0,63,0.729,281046.36
45039.06,23315.14,10109.82,746.0,34,0.742,225581.8
35835.3,21150.89,301.24,585.0,43,0.599,251087.19
58296.91,34453.28,419.22,850.0,64,0.598,490068.62
69099.27,25521.85,2649.13,649.0,69,0.408,584112.59
112329.95,96433.9,6611.84,703.0,54,0.917,148481.68
22202.91,10643.47,1719.83,664.0,19,0.557,177476.18
88984.53,57699.12,3219.09,686.0,43,0.685,519399.01
84327.54,56110.05,12957.14,637.0,61,0.819,264713.11
40522.68,21438.96,4707.17,696.0,54,0.645,274447.12
65080.9,41718.11,2828.73,726.0,18,0.684,409620.41
48559.17,28498.06,5434.04,488.0,19,0.699,205346.14
64642.21,21807.31,3345.8,654.0,50,0.389,582340.76
97728.28,48879.69,3142.43,651.0,28,0.532,780785.42
75140.16,34423.01,7636.99,850.0,47,0.56,713967.2
72715.21,34956.98,3048.17,749.0,51,0.523,676041.25
49242.27,17451.44,4223.25,800.0,44,0.44,525549.13
22898.58,16463.28,1162.16,725.0,60,0.77,110717.11
54788.29,43299.13,6444.61,687.0,51,0.908,111512.47
90165.2,62818.14,7267.61,709.0,24,0.777,398613.75
21820.8,16160.04,2026.26,770.0,56,0.833,80999.39
33622.77,16754.38,1880.67,820.0,56,0.554,253059.96
63156.69,28708.6,8310.72,704.0,19,0.586,488176.91
35383.63,15328.61,1200.15,630.0,47,0.467,313228.06
40186.91,25985.25,4160.93,754.0,65,0.75,204654.82
49410.04,28858.4,577.2,612.0,20,0.596,303194.21
25859.56,13923.22,2150.58,711.0,19,0.622,180673.83
35646.95,26531.04,2934.06,735.0,47,0.827,108991.28
77585.7,47384.78,12430.41,671.0,54,0.771,346476.51
27315.76,11587.38,2791.87,608.0,46,0.526,212133.66
20053.2,8981.1,391.35,644.0,52,0.467,159632.38
44249.38,28863.82,2654.47,655.0,55,0.712,237695.45
78298.89,55299.37,3117.99,596.0,39,0.746,369554.44
55076.95,34850.06,1600.97,649.0,54,0.662,301581.4
48385.47,40379.29,2725.9,564.0,35,0.891,94226.84
61108.97,48596.97,77.22,727.0,57,0.797,235293.97
16357.31,10078.65,2785.91,707.0,62,0.786,65158.6
72367.64,30699.29,5891.39,701.0,51,0.506,515183.33
69585.88,24598.74,1442.24,649.0,62,0.374,862691.77
49767.29,24480.17,1737.5,660.0,66,0.527,436474.71
85148.11,56451.67,4995.52,614.0,55,0.722,422256.96
31812.6,26213.49,903.14,720.0,47,0.852,91208.65
88197.72,54031.43,3162.4,571.0,19,0.648,534122.7
63862.34,46319.89,4367.72,687.0,37,0.794,275880.13
51586.19,26474.23,7048.81,629.0,61,0.65,351512.16
59503.16,38285.25,7149.42,821.0,33,0.764,266956.52
57318.38,38604.13,6080.66,722.0,21,0.78,300393.81
90507.07,22903.8,1858.35,680.0,65,0.274,1285034.69
33083.02,16143.99,1134.74,592.0,30,0.522,322276.21
40937.02,28347.05,3686.96,571.0,31,0.783,153027.75
85907.57,50786.0,2878.73,720.0,26,0.625,608020.56
45111.63,16714.88,3325.89,824.0,61,0.444,437273.21
82513.33,16502.67,6063.39,713.0,31,0.273,914756.96
102485.9,50744.14,3226.07,694.0,28,0.527,890500.39
49955.12,26938.91,1542.17,695.0,27,0.57,380329.57
77034.06,32154.91,1877.32,688.0,47,0.442,816224.3
31157.69,17805.46,493.52,696.0,24,0.587,219781.78
78868.33,49368.26,3162.67,625.0,23,0.666,493502.48
64985.6,42279.83,3546.73,602.0,34,0.705,359253.61
71825.96,14365.19,451.1,689.0,30,0.206,1221542.22
43860.7,15476.56,3341.63,799.0,64,0.429,607486.74
18472.91,9316.01,1028.03,742.0,21,0.56,165309.63
72581.3,46149.08,12653.45,581.0,43,0.81,280528.52
15000.0,9350.78,493.16,660.0,49,0.656,96340.78
52066.24,32321.7,3142.14,738.0,20,0.681,321913.7
83529.55,41137.24,4914.49,801.0,28,0.551,663373.61
64797.44,32454.12,8018.18,823.0,37,0.625,488628.91
108708.57,47913.37,6353.59,663.0,69,0.499,945609.81
85627.73,56962.06,3453.69,746.0,46,0.706,432607.48
43652.54,17981.65,5605.54,700.0,19,0.54,311987.05
60682.83,41112.95,10610.62,670.0,60,0.852,161205.54
58815.73,34182.41,8859.09,685.0,21,0.732,255602.18
20445.58,11106.93,188.41,686.0,49,0.552,164348.54
36490.03,16475.01,4127.21,774.0,66,0.565,331278.46
45980.98,15940.17,538.38,568.0,66,0.358,450752.72
15000.0,6792.78,1934.62,717.0,38,0.582,102310.38
61187.34,30624.2,9034.17,803.0,34,0.648,366929.54
53773.2,10754.64,3743.16,795.0,62,0.27,716480.7
18177.65,9459.59,377.79,726.0,30,0.541,146241.73
70105.32,48278.28,8238.08,619.0,49,0.806,205129.58
77896.82,49470.92,1082.24,742.0,68,0.649,566001.54
65675.86,31233.41,1101.79,786.0,20,0.492,685089.93
51898.3,28909.45,7354.33,639.0,59,0.699,233765.41
74786.05,34893.33,1371.93,709.0,65,0.485,637174.21
77005.51,44071.34,14211.95,664.0,69,0.757,364402.53
67685.09,52863.15,8417.72,631.0,48,0.905,97655.79
39384.69,27383.19,1738.19,655.0,48,0.739,165590.63
66915.02,42030.6,876.82,690.0,18,0.641,429515.08
89887.02,42792.27,1662.45,607.0,45,0.495,723840.89
45084.27,29867.91,5816.69,593.0,40,0.792,194217.93
112448.48,33393.65,23988.47,609.0,69,0.51,994365.86
46859.23,23998.81,1831.83,706.0,22,0.551,399004.51
60810.18,38769.94,9517.03,563.0,18,0.794,208281.81
43187.86,28549.9,3748.42,503.0,33,0.748,188989.93
65581.77,42659.81,4492.52,790.0,28,0.719,369391.76
16444.46,9771.7,1438.92,599.0,53,0.682,85379.5
46348.96,24131.18,3971.25,664.0,54,0.606,273884.3
32696.97,20621.86,803.76,754.0,33,0.655,201132.29
63383.46,25801.56,5143.45,565.0,29,0.488,524633.14
84861.18,35921.6,8097.13,565.0,47,0.519,716130.64
76150.15,42587.75,2224.42,629.0,61,0.588,600397.27
15000.0,8639.69,2231.65,757.0,21,0.725,78819.1
111051.74,30667.8,7327.47,678.0,66,0.342,1335497.52
67382.0,41660.4,534.88,679.0,58,0.626,402181.98
40587.52,27027.61,785.49,656.0,55,0.685,208549.84
63928.2,34419.4,1197.17,725.0,25,0.557,433670.39
64404.75,57964.27,2403.03,795.0,25,0.937,74089.65
43328.78,19392.22,5271.0,850.0,38,0.569,389967.17
64947.92,32203.58,6277.08,668.0,57,0.592,507848.5
44813.19,21991.62,417.42,802.0,25,0.5,410472.03
49890.95,26869.86,988.55,760.0,46,0.558,466374.19
42843.02,21451.13,8953.0,701.0,32,0.71,262658.33
24183.22,8197.59,125.86,503.0,31,0.344,275427.61
63645.91,29787.42,4895.38,650.0,55,0.545,576202.73
74632.49,39955.02,396.69,653.0,27,0.541,554535.1
72872.09,53508.94,1459.53,709.0,44,0.754,283545.79
80498.13,70865.44,12572.36,664.0,57,1.037,0.0
68108.51,51103.25,4116.0,635.0,44,0.811,258092.81
46681.86,20245.6,226.15,842.0,59,0.439,615787.66
80991.6,36092.17,1942.36,785.0,57,0.47,695252.36
26062.06,13711.27,365.75,518.0,52,0.54,194720.76
37483.22,30649.42,4994.36,658.0,53,0.951,29155.71
35895.0,18851.56,1385.27,730.0,28,0.564,288678.5
87001.4,30526.52,5604.03,786.0,30,0.415,1073627.38
83569.71,39680.86,5190.38,646.0,52,0.537,711989.89
72182.63,47897.39,9972.41,663.0,38,0.802,219047.84
86798.25,56721.88,9843.68,688.0,54,0.767,362214.77
38017.93,19768.09,5866.48,733.0,61,0.674,220548.64
68714.88,44837.3,1496.14,557.0,29,0.674,406789.87
56870.64,11887.34,780.67,519.0,67,0.223,662655.2
81172.05,45908.83,3897.62,780.0,42,0.614,617646.4
57119.39,38789.94,9636.6,601.0,45,0.848,144530.94
50376.43,21413.53,6516.68,850.0,61,0.554,534754.26
73522.71,31214.01,6893.03,611.0,35,0.518,655284.65
81904.23,22116.83,5595.86,665.0,27,0.338,961727.56
43291.37,34134.57,1208.01,709.0,56,0.816,141712.04
58473.11,25843.76,5071.16,509.0,20,0.529,442209.37
33538.98,19659.09,108.38,850.0,22,0.589,339646.27
15000.0,9608.81,1913.26,648.0,29,0.768,65402.01
65011.49,50501.59,6073.26,613.0,31,0.87,150746.28
75222.63,39635.96,3306.69,587.0,62,0.571,586713.99
66551.67,31218.43,5646.99,709.0,58,0.554,580982.18
15000.0,8639.4,573.05,703.0,49,0.614,113780.63
51228.76,38043.1,1600.53,589.0,59,0.774,210913.96
15000.0,7867.11,1733.1,570.0,50,0.64,81837.62
94242.53,38335.0,9747.1,764.0,23,0.51,770612.4
32848.64,10474.98,446.06,628.0,47,0.332,410606.59
91385.09,33520.54,4145.14,542.0,23,0.412,916790.44
83646.74,56851.24,5024.67,668.0,48,0.74,370617.59
37485.24,18814.08,3822.61,648.0,19,0.604,245556.64
31680.38,14537.23,1195.29,836.0,43,0.497,336342.53
68759.26,30433.18,7014.88,638.0,65,0.545,580284.39
38891.9,21886.68,6579.78,655.0,49,0.732,158146.2
62562.12,32162.04,1111.38,698.0,22,0.532,540280.23
47929.31,24397.47,4648.07,634.0,63,0.606,327932.46
15471.04,11640.39,308.81,715.0,65,0.772,63703.81
15000.0,11710.54,1483.25,599.0,58,0.88,27609.82
65667.11,20258.09,1840.77,661.0,60,0.337,726467.58
45961.06,27537.06,4857.02,713.0,33,0.705,243677.33
46172.75,20014.54,1733.67,771.0,69,0.471,383057.94
77396.6,39686.06,2136.15,633.0,29,0.54,691126.12
89336.06,53279.29,6001.0,632.0,32,0.664,524106.16
53186.38,27555.44,1616.27,803.0,38,0.548,444851.27
51485.03,30096.55,463.5,636.0,54,0.594,331005.42
72503.58,47195.88,1214.8,675.0,38,0.668,446714.11
26076.61,15494.37,464.25,817.0,42,0.612,166793.38
65578.83,29705.54,8590.1,685.0,34,0.584,532922.43
73797.15,33623.46,5319.53,660.0,25,0.528,674576.7
77005.76,25723.33,10823.36,666.0,47,0.475,679502.83
15000.0,6328.68,449.94,621.0,50,0.452,110741.37
40966.12,34588.11,1521.61,716.0,19,0.881,84870.9
38043.42,16404.3,6024.64,606.0,50,0.59,260873.26
62497.17,23186.03,1252.29,742.0,69,0.391,710587.21
72018.61,43066.35,4187.79,681.0,45,0.656,530118.28
97417.76,51967.04,11019.47,699.0,43,0.647,654204.02
47625.86,24796.93,6101.07,818.0,58,0.649,388377.65
47560.69,36210.66,1118.14,564.0,18,0.785,184722.94
88741.8,56117.56,7422.19,682.0,52,0.716,476028.89
67414.42,31718.56,1710.07,731.0,65,0.496,646147.95
91691.29,44592.1,18289.28,631.0,60,0.686,405941.14
67218.2,31902.57,2067.45,756.0,56,0.505,503559.16
31072.08,21166.64,1870.93,636.0,37,0.741,152207.52
26671.79,13436.66,759.79,703.0,30,0.532,228213.36
21212.19,5961.2,2682.05,670.0,48,0.407,250043.47
76551.3,41548.37,9027.49,693.0,55,0.661,401067.85
89714.92,28659.08,9341.15,686.0,40,0.424,972635.15
106234.05,93234.68,2154.9,677.0,29,0.898,205510.13
81077.63,32848.59,8625.21,642.0,23,0.512,655785.51
89070.96,46826.41,1323.77,627.0,41,0.541,639692.92
45499.59,26786.99,490.23,705.0,51,0.6,301401.83
31089.6,15753.14,2139.5,684.0,50,0.576,223221.52
81251.98,41153.76,7010.52,625.0,24,0.593,549392.19
70442.02,43200.27,11049.4,707.0,68,0.77,280863.46
62686.11,48828.24,317.76,643.0,31,0.784,247077.75
69684.29,46348.86,999.31,804.0,53,0.679,432858.94
68079.64,52542.3,2616.1,850.0,33,0.81,228728.33
92095.42,36194.16,3144.77,791.0,63,0.427,1085710.87
92374.64,55203.49,12882.73,787.0,40,0.737,416510.42
73605.51,42197.07,5032.27,745.0,35,0.642,482253.77
81145.07,48903.19,6244.45,663.0,46,0.68,418517.88
72851.56,55107.46,9734.41,528.0,24,0.89,121432.31
48470.76,25053.64,5465.91,598.0,21,0.63,292085.33
78914.12,38602.77,5571.93,626.0,42,0.56,579386.7
25137.62,15839.14,2222.84,777.0,50,0.719,133581.75
86347.29,24459.56,8251.07,700.0,68,0.379,982749.59
30136.93,15504.61,5.41,627.0,41,0.515,282525.28
67145.08,35578.19,5711.64,532.0,40,0.615,378706.88
38871.15,16012.82,3585.38,850.0,67,0.504,277248.41
73834.72,52316.25,9266.37,723.0,38,0.834,203967.07
59151.87,23108.5,6745.75,753.0,56,0.505,618021.75
20131.1,10661.81,694.31,637.0,38,0.564,164492.54
70517.49,41885.53,2134.16,669.0,65,0.624,438908.45
45551.98,34301.45,463.49,652.0,44,0.763,184896.53
82028.67,44985.88,1680.09,685.0,34,0.569,514588.47
60033.14,41448.26,5514.54,828.0,43,0.782,237972.74
69885.52,45781.26,3344.86,584.0,36,0.703,324059.35
36060.78,20501.22,3573.18,677.0,50,0.668,233282.34
45266.69,17498.88,709.26,709.0,65,0.402,491551.71
48534.03,16249.82,1955.48,671.0,69,0.375,486852.62
81417.56,46080.37,2648.22,760.0,24,0.599,536237.48
101934.43,47766.01,5976.04,541.0,48,0.527,858437.53
39870.71,27426.63,5153.43,831.0,56,0.817,143522.35
86921.2,57531.27,10654.36,570.0,32,0.784,283881.56
15000.0,7834.63,318.8,590.0,19,0.544,127931.26
30145.26,11344.96,4398.95,644.0,62,0.522,273555.68
36030.54,22577.11,1697.91,628.0,19,0.674,195234.01
26187.28,10404.41,2620.02,714.0,34,0.497,214491.51
20410.29,8903.59,1135.91,705.0,51,0.492,218945.96
70324.97,28347.13,1105.14,689.0,64,0.419,791340.91
54648.31,28921.24,3589.39,567.0,63,0.595,365071.16
69485.13,50413.47,8312.67,669.0,42,0.845,169549.69
77261.82,42435.58,7925.12,682.0,65,0.652,509097.8
66640.42,32221.79,9370.39,779.0,28,0.624,433756.47
76444.08,24550.61,4181.41,696.0,61,0.376,927754.01
58261.69,36869.09,11370.16,711.0,26,0.828,194750.32
30325.17,13128.96,1150.93,837.0,24,0.471,298742.04
86445.35,49068.77,5048.32,587.0,28,0.626,577076.89
45272.2,22494.27,1392.15,649.0,68,0.528,361012.21
36610.09,24738.41,780.09,589.0,21,0.697,207631.22
55552.05,29243.41,5064.17,809.0,54,0.618,397907.82
37179.73,20120.22,3005.49,814.0,43,0.622,297044.9
49564.24,30871.69,2942.08,802.0,51,0.682,389230.65
68601.35,59411.58,10903.51,724.0,33,1.025,0.0
68708.54,46946.28,4671.57,710.0,58,0.751,272534.48
37554.25,20155.71,971.01,643.0,64,0.563,292264.3
47807.37,26316.98,6319.61,742.0,47,0.683,300755.88
86858.33,40933.82,13812.72,577.0,63,0.63,494321.23
72410.0,29507.12,4505.58,577.0,33,0.47,640873.18
111876.63,52256.16,16123.38,646.0,23,0.611,708835.51
89503.2,38860.29,10636.52,831.0,50,0.553,675855.6
88607.33,57418.01,1857.28,639.0,67,0.669,529679.52
25303.29,9851.09,4257.56,650.0,32,0.558,198462.41
79096.51,59320.92,5436.27,703.0,37,0.819,235405.75
58672.33,38888.43,5371.72,752.0,29,0.754,249736.01
46225.45,25566.16,7889.78,780.0,41,0.724,237608.02
64200.38,35313.28,7737.3,590.0,57,0.671,355290.48
83630.29,39005.82,4064.24,672.0,49,0.515,625069.07
72520.79,42824.44,3856.09,698.0,58,0.644,441435.34
38038.15,27129.34,3077.76,706.0,50,0.794,160592.48
78561.47,34922.66,4979.11,749.0,65,0.508,776354.52
44060.31,14098.91,2464.36,746.0,63,0.376,501942.18
65417.08,42879.77,2288.9,682.0,29,0.69,407567.1
52416.25,31379.24,2887.2,772.0,32,0.654,342320.99
54528.34,20828.2,1186.08,758.0,25,0.404,596548.59
79156.07,34827.98,21266.32,751.0,21,0.709,448883.39
33995.16,14316.53,813.02,638.0,44,0.445,338272.6
108629.88,47940.55,10901.97,737.0,54,0.542,1064428.12
